Tool,File,Line,Severity,Rule,Message
Pylint,utils/detailed_switch_analyzer.py,242,Refactor,R0914,Too many local variables (18/15)
Pylint,utils/detailed_switch_analyzer.py,304,Warning,W0718,Catching too general exception Exception
Pylint,utils/detailed_switch_analyzer.py,305,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,368,Warning,W0718,Catching too general exception Exception
Pylint,utils/detailed_switch_analyzer.py,369,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,389,Warning,W0718,Catching too general exception Exception
Pylint,utils/detailed_switch_analyzer.py,390,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,372,Warning,W0613,Unused argument 'port_roi'
Pylint,utils/detailed_switch_analyzer.py,8,Refactor,R0903,Too few public methods (1/2)
Pylint,utils/detailed_switch_analyzer.py,3,Convention,C0411,"standard import ""json"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,4,Convention,C0411,"standard import ""os"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,5,Convention,C0411,"standard import ""datetime.datetime"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,6,Convention,C0411,"standard import ""logging"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,3,Warning,W0611,Unused import json
Pylint,utils/detailed_switch_analyzer.py,4,Warning,W0611,Unused import os
Pylint,utils/segmentation.py,30,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,35,Convention,C0301,Line too long (129/100)
Pylint,utils/segmentation.py,37,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,41,Convention,C0301,Line too long (125/100)
Pylint,utils/segmentation.py,43,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,48,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,57,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,62,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,65,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,70,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,75,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,80,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,85,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,89,Convention,C0301,Line too long (110/100)
Pylint,utils/segmentation.py,91,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,93,Convention,C0301,Line too long (120/100)
Pylint,utils/segmentation.py,98,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,106,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,108,Convention,C0301,Line too long (111/100)
Pylint,utils/segmentation.py,111,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,118,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,126,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,131,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,132,Convention,C0301,Line too long (120/100)
Pylint,utils/segmentation.py,139,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,140,Convention,C0301,Line too long (127/100)
Pylint,utils/segmentation.py,143,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,153,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,159,Convention,C0301,Line too long (104/100)
Pylint,utils/segmentation.py,162,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,164,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,166,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,171,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,179,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,181,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,186,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,190,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,194,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,204,Convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,3,Error,E0401,Unable to import 'cv2'
Pylint,utils/segmentation.py,5,Error,E0401,Unable to import 'numpy'
Pylint,utils/segmentation.py,6,Error,E0401,Unable to import 'ultralytics'
Pylint,utils/segmentation.py,16,Refactor,R0914,Too many local variables (54/15)
Pylint,utils/segmentation.py,205,Warning,W0718,Catching too general exception Exception
Pylint,utils/segmentation.py,23,Convention,C0103,"Variable name ""GENERAL_MODEL_PATH"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,24,Convention,C0103,"Variable name ""PORTS_MODEL_PATH"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,25,Convention,C0103,"Variable name ""OUTPUT_DIR"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,26,Convention,C0103,"Variable name ""CONF_THRESHOLD"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,27,Convention,C0103,"Variable name ""COORDINATES_FILE"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,28,Convention,C0103,"Variable name ""MARGIN"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,29,Convention,C0103,"Variable name ""MIN_DIM"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,50,Convention,C0103,"Variable name ""TARGET_CLASS_MAP"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,59,Convention,C0415,Import outside toplevel (shutil)
Pylint,utils/segmentation.py,96,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,99,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,129,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,169,Warning,W1514,Using open without explicitly specifying an encoding
Pylint,utils/segmentation.py,180,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,191,Warning,W0718,Catching too general exception Exception
Pylint,utils/segmentation.py,185,Convention,C0415,Import outside toplevel (utils.embedding_comparison.compare_with_catalog)
Pylint,utils/segmentation.py,192,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,206,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,16,Refactor,R0912,Too many branches (13/12)
Pylint,utils/segmentation.py,16,Refactor,R0915,Too many statements (89/50)
Pylint,utils/segmentation.py,4,Convention,C0411,"standard import ""json"" should be placed before third party import ""cv2"""
Pylint,utils/segmentation.py,7,Convention,C0411,"standard import ""logging"" should be placed before third party imports ""cv2"", ""numpy"", ""ultralytics.YOLO"""
Pylint,utils/segmentation.py,2,Warning,W0611,Unused import sys
Pylint,utils/segmentation.py,5,Warning,W0611,Unused numpy imported as np
Pylint,utils/mock_segmentation.py,31,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,38,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,41,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,46,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,51,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,55,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,63,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,68,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,72,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,73,Convention,C0301,Line too long (108/100)
Pylint,utils/mock_segmentation.py,75,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,83,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,91,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,96,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,104,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,106,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,114,Convention,C0301,Line too long (134/100)
Pylint,utils/mock_segmentation.py,119,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,126,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,130,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,143,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,151,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,157,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,162,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,171,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,175,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,182,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,188,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,192,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,206,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,219,Convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,234,Convention,C0304,Final newline missing
Pylint,utils/mock_segmentation.py,4,Error,E0401,Unable to import 'PIL'
Pylint,utils/mock_segmentation.py,22,Refactor,R0914,Too many local variables (32/15)
Pylint,utils/mock_segmentation.py,144,Warning,W0718,Catching too general exception Exception
Pylint,utils/mock_segmentation.py,36,Warning,W0718,Catching too general exception Exception
Pylint,utils/mock_segmentation.py,39,Convention,C0103,"Variable name ""OUTPUT_DIR"" doesn't conform to snake_case naming style"
Pylint,utils/mock_segmentation.py,40,Convention,C0103,"Variable name ""COORDINATES_FILE"" doesn't conform to snake_case naming style"
Pylint,utils/mock_segmentation.py,94,Warning,W1514,Using open without explicitly specifying an encoding
Pylint,utils/mock_segmentation.py,105,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/mock_segmentation.py,145,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/mock_segmentation.py,35,Warning,W0612,Unused variable 'width'
Pylint,utils/mock_segmentation.py,35,Warning,W0612,Unused variable 'height'
Pylint,utils/mock_segmentation.py,150,Convention,C0415,Import outside toplevel (random)
Pylint,utils/mock_segmentation.py,5,Convention,C0411,"standard import ""shutil"" should be placed before third party import ""PIL.Image"""
Pylint,utils/mock_segmentation.py,9,Warning,W0611,Unused DetailedSwitchPortAnalyzer imported from utils.detailed_switch_analyzer
Pylint,utils/cable_port_lookup.py,13,Convention,C0301,Line too long (116/100)
Pylint,utils/cable_port_lookup.py,32,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,36,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,40,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,44,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,62,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,65,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,77,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,81,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,84,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,90,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,97,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,104,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,118,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,123,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,134,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,137,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,154,Convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,177,Convention,C0304,Final newline missing
Pylint,utils/cable_port_lookup.py,45,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,48,Refactor,R0914,Too many local variables (17/15)
Pylint,utils/cable_port_lookup.py,138,Warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,79,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,79,Warning,W1309,Using an f-string that does not have any interpolated variables
Pylint,utils/cable_port_lookup.py,101,Warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,88,Convention,C0415,Import outside toplevel (pandas)
Pylint,utils/cable_port_lookup.py,99,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,102,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,115,Warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,116,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,135,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,139,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,48,Refactor,R0911,Too many return statements (7/6)
Pylint,utils/cable_port_lookup.py,48,Refactor,R0912,Too many branches (17/12)
Pylint,utils/embedding_comparison.py,57,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,62,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,66,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,70,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,74,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,79,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,81,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,88,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,90,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,94,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,104,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,109,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,112,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,122,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,131,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,135,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,141,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,148,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,153,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,159,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,164,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,169,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,176,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,183,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,191,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,193,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,196,Convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,199,Convention,C0304,Final newline missing
Pylint,utils/embedding_comparison.py,1,Error,E0401,Unable to import 'numpy'
Pylint,utils/embedding_comparison.py,2,Error,E0401,Unable to import 'pandas'
Pylint,utils/embedding_comparison.py,3,Error,E0401,Unable to import 'faiss'
Pylint,utils/embedding_comparison.py,50,Refactor,R0914,Too many local variables (39/15)
Pylint,utils/embedding_comparison.py,197,Warning,W0718,Catching too general exception Exception
Pylint,utils/embedding_comparison.py,60,Warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/embedding_comparison.py,64,Warning,W1203,Use lazy % formatting in logging functions
