Tool,File,Line,Severity,Rule,Message
Pylint,utils/detailed_switch_analyzer.py,305,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,368,warning,W0718,Catching too general exception Exception
Pylint,utils/detailed_switch_analyzer.py,369,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,389,warning,W0718,Catching too general exception Exception
Pylint,utils/detailed_switch_analyzer.py,390,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/detailed_switch_analyzer.py,372,warning,W0613,Unused argument 'port_roi'
Pylint,utils/detailed_switch_analyzer.py,8,refactor,R0903,Too few public methods (1/2)
Pylint,utils/detailed_switch_analyzer.py,3,convention,C0411,"standard import ""json"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,4,convention,C0411,"standard import ""os"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,5,convention,C0411,"standard import ""datetime.datetime"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,6,convention,C0411,"standard import ""logging"" should be placed before third party imports ""cv2"", ""numpy"""
Pylint,utils/detailed_switch_analyzer.py,3,warning,W0611,Unused import json
Pylint,utils/detailed_switch_analyzer.py,4,warning,W0611,Unused import os
Pylint,utils/segmentation.py,30,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,35,convention,C0301,Line too long (129/100)
Pylint,utils/segmentation.py,37,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,41,convention,C0301,Line too long (125/100)
Pylint,utils/segmentation.py,43,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,48,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,57,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,62,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,65,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,70,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,75,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,80,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,85,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,89,convention,C0301,Line too long (110/100)
Pylint,utils/segmentation.py,91,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,93,convention,C0301,Line too long (120/100)
Pylint,utils/segmentation.py,98,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,106,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,108,convention,C0301,Line too long (111/100)
Pylint,utils/segmentation.py,111,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,118,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,126,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,131,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,132,convention,C0301,Line too long (120/100)
Pylint,utils/segmentation.py,139,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,140,convention,C0301,Line too long (127/100)
Pylint,utils/segmentation.py,143,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,153,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,159,convention,C0301,Line too long (104/100)
Pylint,utils/segmentation.py,162,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,164,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,166,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,171,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,179,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,181,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,186,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,190,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,194,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,204,convention,C0303,Trailing whitespace
Pylint,utils/segmentation.py,3,error,E0401,Unable to import 'cv2'
Pylint,utils/segmentation.py,5,error,E0401,Unable to import 'numpy'
Pylint,utils/segmentation.py,6,error,E0401,Unable to import 'ultralytics'
Pylint,utils/segmentation.py,16,refactor,R0914,Too many local variables (54/15)
Pylint,utils/segmentation.py,205,warning,W0718,Catching too general exception Exception
Pylint,utils/segmentation.py,23,convention,C0103,"Variable name ""GENERAL_MODEL_PATH"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,24,convention,C0103,"Variable name ""PORTS_MODEL_PATH"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,25,convention,C0103,"Variable name ""OUTPUT_DIR"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,26,convention,C0103,"Variable name ""CONF_THRESHOLD"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,27,convention,C0103,"Variable name ""COORDINATES_FILE"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,28,convention,C0103,"Variable name ""MARGIN"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,29,convention,C0103,"Variable name ""MIN_DIM"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,50,convention,C0103,"Variable name ""TARGET_CLASS_MAP"" doesn't conform to snake_case naming style"
Pylint,utils/segmentation.py,59,convention,C0415,Import outside toplevel (shutil)
Pylint,utils/segmentation.py,96,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,99,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,129,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,169,warning,W1514,Using open without explicitly specifying an encoding
Pylint,utils/segmentation.py,180,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,191,warning,W0718,Catching too general exception Exception
Pylint,utils/segmentation.py,185,convention,C0415,Import outside toplevel (utils.embedding_comparison.compare_with_catalog)
Pylint,utils/segmentation.py,192,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,206,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/segmentation.py,16,refactor,R0912,Too many branches (13/12)
Pylint,utils/segmentation.py,16,refactor,R0915,Too many statements (89/50)
Pylint,utils/segmentation.py,4,convention,C0411,"standard import ""json"" should be placed before third party import ""cv2"""
Pylint,utils/segmentation.py,7,convention,C0411,"standard import ""logging"" should be placed before third party imports ""cv2"", ""numpy"", ""ultralytics.YOLO"""
Pylint,utils/segmentation.py,2,warning,W0611,Unused import sys
Pylint,utils/segmentation.py,5,warning,W0611,Unused numpy imported as np
Pylint,utils/mock_segmentation.py,31,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,38,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,41,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,46,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,51,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,55,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,63,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,68,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,72,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,73,convention,C0301,Line too long (108/100)
Pylint,utils/mock_segmentation.py,75,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,83,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,91,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,96,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,104,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,106,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,114,convention,C0301,Line too long (134/100)
Pylint,utils/mock_segmentation.py,119,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,126,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,130,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,143,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,151,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,157,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,162,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,171,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,175,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,182,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,188,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,192,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,206,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,219,convention,C0303,Trailing whitespace
Pylint,utils/mock_segmentation.py,234,convention,C0304,Final newline missing
Pylint,utils/mock_segmentation.py,4,error,E0401,Unable to import 'PIL'
Pylint,utils/mock_segmentation.py,22,refactor,R0914,Too many local variables (32/15)
Pylint,utils/mock_segmentation.py,144,warning,W0718,Catching too general exception Exception
Pylint,utils/mock_segmentation.py,36,warning,W0718,Catching too general exception Exception
Pylint,utils/mock_segmentation.py,39,convention,C0103,"Variable name ""OUTPUT_DIR"" doesn't conform to snake_case naming style"
Pylint,utils/mock_segmentation.py,40,convention,C0103,"Variable name ""COORDINATES_FILE"" doesn't conform to snake_case naming style"
Pylint,utils/mock_segmentation.py,94,warning,W1514,Using open without explicitly specifying an encoding
Pylint,utils/mock_segmentation.py,105,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/mock_segmentation.py,145,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/mock_segmentation.py,35,warning,W0612,Unused variable 'width'
Pylint,utils/mock_segmentation.py,35,warning,W0612,Unused variable 'height'
Pylint,utils/mock_segmentation.py,150,convention,C0415,Import outside toplevel (random)
Pylint,utils/mock_segmentation.py,5,convention,C0411,"standard import ""shutil"" should be placed before third party import ""PIL.Image"""
Pylint,utils/mock_segmentation.py,9,warning,W0611,Unused DetailedSwitchPortAnalyzer imported from utils.detailed_switch_analyzer
Pylint,utils/cable_port_lookup.py,13,convention,C0301,Line too long (116/100)
Pylint,utils/cable_port_lookup.py,32,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,36,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,40,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,44,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,62,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,65,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,77,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,81,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,84,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,90,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,97,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,104,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,118,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,123,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,134,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,137,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,154,convention,C0303,Trailing whitespace
Pylint,utils/cable_port_lookup.py,177,convention,C0304,Final newline missing
Pylint,utils/cable_port_lookup.py,45,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,48,refactor,R0914,Too many local variables (17/15)
Pylint,utils/cable_port_lookup.py,138,warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,79,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,79,warning,W1309,Using an f-string that does not have any interpolated variables
Pylint,utils/cable_port_lookup.py,101,warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,88,convention,C0415,Import outside toplevel (pandas)
Pylint,utils/cable_port_lookup.py,99,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,102,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,115,warning,W0718,Catching too general exception Exception
Pylint,utils/cable_port_lookup.py,116,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,135,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,139,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/cable_port_lookup.py,48,refactor,R0911,Too many return statements (7/6)
Pylint,utils/cable_port_lookup.py,48,refactor,R0912,Too many branches (17/12)
Pylint,utils/embedding_comparison.py,57,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,62,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,66,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,70,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,74,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,79,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,81,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,88,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,90,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,94,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,104,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,109,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,112,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,122,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,131,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,135,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,141,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,148,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,153,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,159,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,164,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,169,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,176,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,183,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,191,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,193,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,196,convention,C0303,Trailing whitespace
Pylint,utils/embedding_comparison.py,199,convention,C0304,Final newline missing
Pylint,utils/embedding_comparison.py,1,error,E0401,Unable to import 'numpy'
Pylint,utils/embedding_comparison.py,2,error,E0401,Unable to import 'pandas'
Pylint,utils/embedding_comparison.py,3,error,E0401,Unable to import 'faiss'
Pylint,utils/embedding_comparison.py,50,refactor,R0914,Too many local variables (39/15)
Pylint,utils/embedding_comparison.py,197,warning,W0718,Catching too general exception Exception
Pylint,utils/embedding_comparison.py,60,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/embedding_comparison.py,64,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/embedding_comparison.py,86,warning,W1514,Using open without explicitly specifying an encoding
Pylint,utils/embedding_comparison.py,128,warning,W0127,Assigning the same variable 'actual_image_path' to itself
Pylint,utils/embedding_comparison.py,54,refactor,R1702,Too many nested blocks (7/5)
Pylint,utils/embedding_comparison.py,194,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/embedding_comparison.py,198,warning,W1203,Use lazy % formatting in logging functions
Pylint,utils/embedding_comparison.py,50,refactor,R0912,Too many branches (23/12)
Pylint,utils/embedding_comparison.py,50,refactor,R0915,Too many statements (77/50)
